DATE,TB3MS,T10Y3M,DGS10
1992-05-01,3.63,3.6730000000000000,7.3920000000000000
1992-06-01,3.66,3.5168181818181818,7.2618181818181818
1992-07-01,3.21,3.5650000000000000,6.8445454545454545
1992-08-01,3.13,3.3866666666666667,6.5857142857142857
1992-09-01,2.91,3.4466666666666667,6.4152380952380952
1992-10-01,2.86,3.6561904761904762,6.5890476190476190
1992-11-01,3.13,3.6673684210526316,6.8731578947368421
1992-12-01,3.22,3.4786363636363636,6.7700000000000000
1993-01-01,3.00,3.5289473684210526,6.6000000000000000
1993-02-01,2.93,3.2663157894736842,6.2589473684210526
1993-03-01,2.95,2.9608695652173913,5.9752173913043478
1993-04-01,2.87,3.0390476190476190,5.9695238095238095
1993-05-01,2.96,3.0105000000000000,6.0355000000000000
1993-06-01,3.07,2.8181818181818182,5.9627272727272727
1993-07-01,3.04,2.6942857142857143,5.8052380952380952
1993-08-01,3.02,2.5872727272727273,5.6777272727272727
1993-09-01,2.95,2.3514285714285714,5.3600000000000000
1993-10-01,3.02,2.2420000000000000,5.3340000000000000
1993-11-01,3.10,2.5445000000000000,5.7240000000000000
1993-12-01,3.06,2.6463636363636364,5.7740909090909091
1994-01-01,2.98,2.7060000000000000,5.7505000000000000
1994-02-01,3.25,2.6426315789473684,5.9731578947368421
1994-03-01,3.50,2.8917391304347826,6.4826086956521739
1994-04-01,3.68,3.1915789473684211,6.9721052631578947
1994-05-01,4.14,2.9157142857142857,7.1833333333333333
1994-06-01,4.14,2.8522727272727273,7.1013636363636364
1994-07-01,4.33,2.8415000000000000,7.2980000000000000
1994-08-01,4.48,2.6243478260869565,7.2360869565217391
1994-09-01,4.62,2.7057142857142857,7.4571428571428571
1994-10-01,4.95,2.6420000000000000,7.7440000000000000
1994-11-01,5.29,2.5060000000000000,7.9550000000000000
1994-12-01,5.60,2.0490476190476190,7.8138095238095238
1995-01-01,5.71,1.8780000000000000,7.7795000000000000
1995-02-01,5.77,1.5300000000000000,7.4694736842105263
1995-03-01,5.73,1.2943478260869565,7.2047826086956522
1995-04-01,5.65,1.2247368421052632,7.0626315789473684
1995-05-01,5.67,0.78500000000000000000,6.6327272727272727
1995-06-01,5.47,0.52909090909090909091,6.1681818181818182
1995-07-01,5.42,0.68500000000000000000,6.2780000000000000
1995-08-01,5.40,0.92260869565217391304,6.4882608695652174
1995-09-01,5.28,0.76350000000000000000,6.1975000000000000
1995-10-01,5.28,0.60047619047619047619,6.0447619047619048
1995-11-01,5.36,0.41238095238095238095,5.9304761904761905
1995-12-01,5.14,0.41750000000000000000,5.7115000000000000
1996-01-01,5.00,0.50190476190476190476,5.6523809523809524
1996-02-01,4.83,0.84100000000000000000,5.8055000000000000
1996-03-01,4.96,1.1709523809523810,6.2685714285714286
1996-04-01,4.95,1.4236363636363636,6.5113636363636364
1996-05-01,5.02,1.5831818181818182,6.7368181818181818
1996-06-01,5.09,1.6805000000000000,6.9120000000000000
1996-07-01,5.15,1.5672727272727273,6.8654545454545455
1996-08-01,5.05,1.4463636363636364,6.6354545454545455
1996-09-01,5.09,1.5945000000000000,6.8320000000000000
1996-10-01,4.99,1.4104545454545455,6.5336363636363636
1996-11-01,5.03,1.03421052631578947368,6.2036842105263158
1996-12-01,4.91,1.2619047619047619,6.3023809523809524
1997-01-01,5.03,1.4133333333333333,6.5790476190476190
1997-02-01,5.01,1.2773684210526316,6.4194736842105263
1997-03-01,5.14,1.4100000000000000,6.6945000000000000
1997-04-01,5.16,1.5809090909090909,6.8854545454545455
1997-05-01,5.05,1.5142857142857143,6.7109523809523810
1997-06-01,4.93,1.4228571428571429,6.4938095238095238
1997-07-01,5.05,1.02590909090909090909,6.2204545454545455
1997-08-01,5.14,1.01904761904761904762,6.2985714285714286
1997-09-01,4.95,1.1238095238095238,6.2085714285714286
1997-10-01,4.97,0.91681818181818181818,6.0295454545454545
1997-11-01,5.14,0.59388888888888888889,5.8750000000000000
1997-12-01,5.16,0.50409090909090909091,5.8086363636363636
1998-01-01,5.04,0.36550000000000000000,5.5445000000000000
1998-02-01,5.09,0.34473684210526315789,5.5747368421052632
1998-03-01,5.03,0.48545454545454545455,5.6472727272727273
1998-04-01,4.95,0.55476190476190476190,5.6376190476190476
1998-05-01,5.00,0.51250000000000000000,5.6525000000000000
1998-06-01,4.98,0.37227272727272727273,5.4963636363636364
1998-07-01,4.96,0.36681818181818181818,5.4613636363636364
1998-08-01,4.90,0.30095238095238095238,5.3419047619047619
1998-09-01,4.61,0.06761904761904761905,4.8066666666666667
1998-10-01,3.96,0.45952380952380952381,4.5300000000000000
1998-11-01,4.41,0.29631578947368421053,4.8273684210526316
1998-12-01,4.39,0.14818181818181818182,4.6450000000000000
1999-01-01,4.34,0.27578947368421052632,4.7221052631578947
1999-02-01,4.44,0.44368421052631578947,4.9989473684210526
1999-03-01,4.44,0.66608695652173913043,5.2326086956521739
1999-04-01,4.29,0.77545454545454545455,5.1845454545454545
1999-05-01,4.50,0.90850000000000000000,5.5395000000000000
1999-06-01,4.57,1.1840909090909091,5.8995454545454545
1999-07-01,4.55,1.1061904761904762,5.7919047619047619
1999-08-01,4.72,1.0654545454545455,5.9390909090909091
1999-09-01,4.68,1.0928571428571429,5.9152380952380952
1999-10-01,4.86,1.0885000000000000,6.1120000000000000
1999-11-01,5.07,0.80650000000000000000,6.0340000000000000
1999-12-01,5.20,0.91863636363636363636,6.2754545454545455
2000-01-01,5.32,1.1620000000000000,6.6610000000000000
2000-02-01,5.55,0.79250000000000000000,6.5195000000000000
2000-03-01,5.69,0.39260869565217391304,6.2565217391304348
2000-04-01,5.66,0.16894736842105263158,5.9905263157894737
2000-05-01,5.79,0.44590909090909090909,6.4404545454545455
2000-06-01,5.69,0.23545454545454545455,6.0972727272727273
2000-07-01,5.96,-0.08850000000000000000,6.0540000000000000
2000-08-01,6.09,-0.45130434782608695652,5.8260869565217391
2000-09-01,6.00,-0.37600000000000000000,5.7990000000000000
2000-10-01,6.11,-0.55619047619047619048,5.7385714285714286
2000-11-01,6.17,-0.63904761904761904762,5.7171428571428571
2000-12-01,5.77,-0.69650000000000000000,5.2405000000000000
2001-01-01,5.15,-0.12428571428571428571,5.1609523809523810
2001-02-01,4.88,0.09368421052631578947,5.0989473684210526
2001-03-01,4.42,0.35000000000000000000,4.8854545454545455
2001-04-01,3.87,1.1750000000000000,5.1410000000000000
2001-05-01,3.62,1.6881818181818182,5.3913636363636364
2001-06-01,3.49,1.7190476190476190,5.2842857142857143
2001-07-01,3.51,1.6428571428571429,5.2361904761904762
2001-08-01,3.36,1.5334782608695652,4.9713043478260870
2001-09-01,2.64,2.0394117647058824,4.7317647058823529
2001-10-01,2.16,2.3690909090909091,4.5668181818181818
2001-11-01,1.87,2.7450000000000000,4.6515000000000000
2001-12-01,1.69,3.3675000000000000,5.0875000000000000
2002-01-01,1.65,3.3509523809523810,5.0357142857142857
2002-02-01,1.72,3.1547368421052632,4.9115789473684211
2002-03-01,1.79,3.4590000000000000,5.2840000000000000
2002-04-01,1.71,3.4659090909090909,5.2109090909090909
2002-05-01,1.73,3.4040909090909091,5.1645454545454545
2002-06-01,1.70,3.1945000000000000,4.9265000000000000
2002-07-01,1.68,2.9395454545454545,4.6531818181818182
2002-08-01,1.62,2.6100000000000000,4.2572727272727273
2002-09-01,1.63,2.2110000000000000,3.8700000000000000
2002-10-01,1.58,2.3309090909090909,3.9409090909090909
2002-11-01,1.23,2.7936842105263158,4.0484210526315789
2002-12-01,1.19,2.8214285714285714,4.0323809523809524
2003-01-01,1.17,2.8595238095238095,4.0485714285714286
2003-02-01,1.17,2.7173684210526316,3.9026315789473684
2003-03-01,1.13,2.6561904761904762,3.8071428571428571
2003-04-01,1.13,2.8061904761904762,3.9585714285714286
2003-05-01,1.07,2.4809523809523810,3.5690476190476190
2003-06-01,0.92,2.3980952380952381,3.3342857142857143
2003-07-01,0.90,3.0550000000000000,3.9754545454545455
2003-08-01,0.95,3.4761904761904762,4.4452380952380952
2003-09-01,0.94,3.3190476190476190,4.2742857142857143
2003-10-01,0.92,3.3486363636363636,4.2904545454545455
2003-11-01,0.93,3.3477777777777778,4.3000000000000000
2003-12-01,0.90,3.3531818181818182,4.2677272727272727
2004-01-01,0.88,3.2500000000000000,4.1505000000000000
2004-02-01,0.93,3.1394736842105263,4.0842105263157895
2004-03-01,0.94,2.8730434782608696,3.8265217391304348
2004-04-01,0.94,3.3895238095238095,4.3476190476190476
2004-05-01,1.02,3.6760000000000000,4.7155000000000000
2004-06-01,1.27,3.4457142857142857,4.7338095238095238
2004-07-01,1.33,3.1404761904761905,4.4980952380952381
2004-08-01,1.48,2.7781818181818182,4.2813636363636364
2004-09-01,1.65,2.4442857142857143,4.1257142857142857
2004-10-01,1.76,2.3025000000000000,4.0970000000000000
2004-11-01,2.07,2.0865000000000000,4.1940000000000000
2004-12-01,2.19,2.0081818181818182,4.2309090909090909
2005-01-01,2.33,1.8505000000000000,4.2215000000000000
2005-02-01,2.54,1.5857894736842105,4.1652631578947368
2005-03-01,2.74,1.7018181818181818,4.4977272727272727
2005-04-01,2.78,1.5042857142857143,4.3409523809523810
2005-05-01,2.84,1.2423809523809524,4.1442857142857143
2005-06-01,2.97,0.96181818181818181818,3.9981818181818182
2005-07-01,3.22,0.89000000000000000000,4.1775000000000000
2005-08-01,3.44,0.74434782608695652174,4.2626086956521739
2005-09-01,3.42,0.70476190476190476190,4.1990476190476190
2005-10-01,3.71,0.67100000000000000000,4.4635000000000000
2005-11-01,3.88,0.56050000000000000000,4.5350000000000000
2005-12-01,3.89,0.49619047619047619048,4.4671428571428571
2006-01-01,4.24,0.08000000000000000000,4.4160000000000000
2006-02-01,4.43,0.02947368421052631579,4.5689473684210526
2006-03-01,4.51,0.09608695652173913043,4.7239130434782609
2006-04-01,4.60,0.26894736842105263158,4.9905263157894737
2006-05-01,4.72,0.27363636363636363636,5.1100000000000000
2006-06-01,4.79,0.18863636363636363636,5.1063636363636364
2006-07-01,4.95,0.01100000000000000000,5.0875000000000000
2006-08-01,4.96,-0.21391304347826086957,4.8765217391304348
2006-09-01,4.81,-0.21100000000000000000,4.7190000000000000
2006-10-01,4.92,-0.31714285714285714286,4.7290476190476190
2006-11-01,4.94,-0.47809523809523809524,4.5952380952380952
2006-12-01,4.85,-0.40850000000000000000,4.5645000000000000
2007-01-01,4.98,-0.34571428571428571429,4.7595238095238095
2007-02-01,5.03,-0.44052631578947368421,4.7226315789473684
2007-03-01,4.94,-0.51545454545454545455,4.5645454545454545
2007-04-01,4.87,-0.31285714285714285714,4.6938095238095238
2007-05-01,4.73,-0.12136363636363636364,4.7463636363636364
2007-06-01,4.61,0.36095238095238095238,5.1028571428571429
2007-07-01,4.82,0.04333333333333333333,5.0042857142857143
2007-08-01,4.20,0.35782608695652173913,4.6747826086956522
2007-09-01,3.89,0.52736842105263157895,4.5215789473684211
2007-10-01,3.90,0.52500000000000000000,4.5277272727272727
2007-11-01,3.27,0.79400000000000000000,4.1485000000000000
2007-12-01,3.00,1.03100000000000000000,4.0975000000000000
2008-01-01,2.75,0.92428571428571428571,3.7442857142857143
2008-02-01,2.12,1.5635000000000000,3.7375000000000000
2008-03-01,1.26,2.2265000000000000,3.5100000000000000
2008-04-01,1.29,2.3631818181818182,3.6750000000000000
2008-05-01,1.73,2.1157142857142857,3.8800000000000000
2008-06-01,1.86,2.2090476190476190,4.0995238095238095
2008-07-01,1.63,2.3527272727272727,4.0077272727272727
2008-08-01,1.72,2.1328571428571429,3.8857142857142857
2008-09-01,1.13,2.5395238095238095,3.6861904761904762
2008-10-01,0.67,3.1281818181818182,3.8140909090909091
2008-11-01,0.19,3.3327777777777778,3.5266666666666667
2008-12-01,0.03,2.3822727272727273,2.4163636363636364
2009-01-01,0.13,2.3880000000000000,2.5175000000000000
2009-02-01,0.30,2.5747368421052632,2.8700000000000000
2009-03-01,0.21,2.6036363636363636,2.8195454545454545
2009-04-01,0.16,2.7690476190476190,2.9271428571428571
2009-05-01,0.18,3.1160000000000000,3.2930000000000000
2009-06-01,0.18,3.5431818181818182,3.7218181818181818
2009-07-01,0.18,3.3786363636363636,3.5622727272727273
2009-08-01,0.17,3.4152380952380952,3.5871428571428571
2009-09-01,0.12,3.2785714285714286,3.4019047619047619
2009-10-01,0.07,3.3133333333333333,3.3876190476190476
2009-11-01,0.05,3.3505263157894737,3.4026315789473684
2009-12-01,0.05,3.5354545454545455,3.5900000000000000
2010-01-01,0.06,3.6715789473684211,3.7331578947368421
2010-02-01,0.11,3.5821052631578947,3.6910526315789474
2010-03-01,0.15,3.5769565217391304,3.7273913043478261
2010-04-01,0.16,3.6845454545454545,3.8468181818181818
2010-05-01,0.16,3.2600000000000000,3.4200000000000000
2010-06-01,0.12,3.0804545454545455,3.2040909090909091
2010-07-01,0.16,2.8538095238095238,3.0114285714285714
2010-08-01,0.16,2.5436363636363636,2.6986363636363636
2010-09-01,0.15,2.4957142857142857,2.6476190476190476
2010-10-01,0.13,2.4055000000000000,2.5400000000000000
2010-11-01,0.14,2.6200000000000000,2.7630000000000000
2010-12-01,0.14,3.1500000000000000,3.2909090909090909
2011-01-01,0.15,3.2420000000000000,3.3940000000000000
2011-02-01,0.13,3.4442105263157895,3.5763157894736842
2011-03-01,0.10,3.3139130434782609,3.4143478260869565
2011-04-01,0.06,3.3965000000000000,3.4550000000000000
2011-05-01,0.04,3.1276190476190476,3.1685714285714286
2011-06-01,0.04,2.9650000000000000,3.0022727272727273
2011-07-01,0.04,2.9655000000000000,3.0030000000000000
2011-08-01,0.02,2.2786956521739130,2.3030434782608696
2011-09-01,0.01,1.9614285714285714,1.9752380952380952
2011-10-01,0.02,2.1330000000000000,2.1520000000000000
2011-11-01,0.01,1.9995000000000000,2.0135000000000000
2011-12-01,0.01,1.9666666666666667,1.9780952380952381
2012-01-01,0.03,1.9320000000000000,1.9665000000000000
2012-02-01,0.09,1.8755000000000000,1.9675000000000000
2012-03-01,0.08,2.0886363636363636,2.1727272727272727
2012-04-01,0.08,1.9690476190476190,2.0528571428571429
2012-05-01,0.09,1.7136363636363636,1.8031818181818182
2012-06-01,0.09,1.5309523809523810,1.6223809523809524
2012-07-01,0.10,1.4295238095238095,1.5266666666666667
2012-08-01,0.10,1.5756521739130435,1.6782608695652174
2012-09-01,0.11,1.6178947368421053,1.7231578947368421
2012-10-01,0.10,1.6414285714285714,1.7461904761904762
2012-11-01,0.09,1.5605000000000000,1.6540000000000000
2012-12-01,0.07,1.6490000000000000,1.7190000000000000
2013-01-01,0.07,1.8404761904761905,1.9147619047619048
2013-02-01,0.10,1.8852631578947368,1.9842105263157895
2013-03-01,0.09,1.8705000000000000,1.9575000000000000
2013-04-01,0.06,1.6990909090909091,1.7590909090909091
2013-05-01,0.04,1.8840909090909091,1.9281818181818182
2013-06-01,0.05,2.2495000000000000,2.3000000000000000
2013-07-01,0.04,2.5468181818181818,2.5822727272727273
2013-08-01,0.04,2.6936363636363636,2.7372727272727273
2013-09-01,0.02,2.7935000000000000,2.8095000000000000
2013-10-01,0.05,2.5686363636363636,2.6159090909090909
2013-11-01,0.07,2.6505263157894737,2.7184210526315789
2013-12-01,0.07,2.8352380952380952,2.9019047619047619
2014-01-01,0.04,2.8147619047619048,2.8580952380952381
2014-02-01,0.05,2.6568421052631579,2.7094736842105263
2014-03-01,0.05,2.6709523809523810,2.7233333333333333
2014-04-01,0.03,2.6742857142857143,2.7052380952380952
2014-05-01,0.03,2.5266666666666667,2.5590476190476190
2014-06-01,0.04,2.5628571428571429,2.5985714285714286
2014-07-01,0.03,2.5159090909090909,2.5422727272727273
2014-08-01,0.03,2.3871428571428571,2.4200000000000000
2014-09-01,0.02,2.5142857142857143,2.5342857142857143
2014-10-01,0.02,2.2872727272727273,2.3040909090909091
2014-11-01,0.02,2.3038888888888889,2.3255555555555556
2014-12-01,0.03,2.1781818181818182,2.2072727272727273
2015-01-01,0.03,1.8540000000000000,1.8815000000000000
2015-02-01,0.02,1.9573684210526316,1.9752631578947368
2015-03-01,0.03,2.0150000000000000,2.0427272727272727
2015-04-01,0.02,1.9118181818181818,1.9350000000000000
2015-05-01,0.02,2.1810000000000000,2.1975000000000000
2015-06-01,0.02,2.3486363636363636,2.3636363636363636
2015-07-01,0.03,2.2922727272727273,2.3245454545454545
2015-08-01,0.07,2.0952380952380952,2.1671428571428571
2015-09-01,0.02,2.1485714285714286,2.1728571428571429
2015-10-01,0.02,2.0533333333333333,2.0700000000000000
2015-11-01,0.12,2.1368421052631579,2.2631578947368421
2015-12-01,0.23,2.0140909090909091,2.2427272727272727
2016-01-01,0.26,1.8278947368421053,2.0852631578947368
2016-02-01,0.31,1.4650000000000000,1.7795000000000000
2016-03-01,0.29,1.5918181818181818,1.8890909090909091
2016-04-01,0.23,1.5771428571428571,1.8052380952380952
2016-05-01,0.27,1.5295238095238095,1.8061904761904762
2016-06-01,0.27,1.3713636363636364,1.6440909090909091
2016-07-01,0.30,1.2030000000000000,1.5040000000000000
2016-08-01,0.30,1.2569565217391304,1.5565217391304348
2016-09-01,0.29,1.3361904761904762,1.6304761904761905
2016-10-01,0.33,1.4330000000000000,1.7645000000000000
2016-11-01,0.45,1.6895000000000000,2.1420000000000000
2016-12-01,0.51,1.9800000000000000,2.4919047619047619
2017-01-01,0.51,1.9135000000000000,2.4325000000000000
2017-02-01,0.52,1.8926315789473684,2.4189473684210526
2017-03-01,0.74,1.7339130434782609,2.4817391304347826
2017-04-01,0.80,1.4889473684210526,2.2973684210526316
2017-05-01,0.89,1.4004545454545455,2.3036363636363636
2017-06-01,0.98,1.1877272727272727,2.1868181818181818
2017-07-01,1.07,1.2315000000000000,2.3180000000000000
2017-08-01,1.01,1.1769565217391304,2.2091304347826087
2017-09-01,1.03,1.1555000000000000,2.2020000000000000
2017-10-01,1.07,1.2666666666666667,2.3600000000000000
2017-11-01,1.23,1.1028571428571429,2.3533333333333333
2017-12-01,1.32,1.0610000000000000,2.4025000000000000
2018-01-01,1.41,1.1514285714285714,2.5838095238095238
2018-02-01,1.57,1.2710526315789474,2.8589473684210526
2018-03-01,1.70,1.1157142857142857,2.8423809523809524
2018-04-01,1.76,1.0809523809523810,2.8690476190476190
2018-05-01,1.86,1.0781818181818182,2.9777272727272727
2018-06-01,1.90,0.97714285714285714286,2.9123809523809524
2018-07-01,1.96,0.89428571428571428571,2.8890476190476190
2018-08-01,2.03,0.81652173913043478261,2.8891304347826087
2018-09-01,2.13,0.83894736842105263158,3.0042105263157895
2018-10-01,2.25,0.85909090909090909091,3.1522727272727273
2018-11-01,2.33,0.74300000000000000000,3.1170000000000000
2018-12-01,2.37,0.42052631578947368421,2.8326315789473684
2019-01-01,2.37,0.29000000000000000000,2.7138095238095238
2019-02-01,2.39,0.23842105263157894737,2.6763157894736842
2019-03-01,2.40,0.11714285714285714286,2.5709523809523810
2019-04-01,2.38,0.09952380952380952381,2.5323809523809524
2019-05-01,2.35,-0.00818181818181818182,2.3950000000000000
2019-06-01,2.17,-0.14550000000000000000,2.0740000000000000
2019-07-01,2.10,-0.08590909090909090909,2.0590909090909091
2019-08-01,1.95,-0.36409090909090909091,1.6263636363636364
2019-09-01,1.89,-0.23500000000000000000,1.6995000000000000
2019-10-01,1.65,0.02818181818181818182,1.7068181818181818
2019-11-01,1.54,0.24000000000000000000,1.8121052631578947
2019-12-01,1.54,0.29761904761904761905,1.8628571428571429
2020-01-01,1.52,0.20523809523809523810,1.7576190476190476
2020-02-01,1.52,-0.04052631578947368421,1.5042105263157895
2020-03-01,0.29,0.57454545454545454545,0.87000000000000000000
2020-04-01,0.14,0.51952380952380952381,0.65761904761904761905
2020-05-01,0.13,0.54650000000000000000,0.67400000000000000000
2020-06-01,0.16,0.56909090909090909091,0.72863636363636363636
2020-07-01,0.13,0.49681818181818181818,0.62363636363636363636
2020-08-01,0.10,0.54571428571428571429,0.65000000000000000000
2020-09-01,0.11,0.57095238095238095238,0.67952380952380952381
2020-10-01,0.10,0.68666666666666666667,0.78714285714285714286
2020-11-01,0.09,0.77894736842105263158,0.87000000000000000000
2020-12-01,0.09,0.84636363636363636364,0.93363636363636363636
2021-01-01,0.08,0.99736842105263157895,1.0810526315789474
2021-02-01,0.04,1.2152631578947368,1.2578947368421053
2021-03-01,0.03,1.5795652173913043,1.6108695652173913
2021-04-01,0.02,1.6140909090909091,1.6350000000000000
2021-05-01,0.02,1.6030000000000000,1.6210000000000000
2021-06-01,0.04,1.4831818181818182,1.5190909090909091
2021-07-01,0.05,1.2661904761904762,1.3185714285714286
2021-08-01,0.05,1.2286363636363636,1.2831818181818182
2021-09-01,0.04,1.3328571428571429,1.3747619047619048
2021-10-01,0.05,1.5305000000000000,1.5825000000000000
2021-11-01,0.05,1.5080000000000000,1.5595000000000000
2021-12-01,0.06,1.4063636363636364,1.4650000000000000
2022-01-01,0.15,1.6185000000000000,1.7640000000000000
2022-02-01,0.33,1.6194736842105263,1.9342105263157895
2022-03-01,0.44,1.6804347826086957,2.1278260869565217
2022-04-01,0.76,1.9840000000000000,2.7475000000000000
2022-05-01,0.98,1.9052380952380952,2.8980952380952381
2022-06-01,1.49,1.6047619047619048,3.1433333333333333
2022-07-01,2.23,0.59800000000000000000,2.8960000000000000
2022-08-01,2.63,0.17608695652173913043,2.8978260869565217
2022-09-01,3.13,0.29714285714285714286,3.5190476190476190
2022-10-01,3.72,0.11100000000000000000,3.9835000000000000
